loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
80,0,0,1,0,0,0.009554131,1,0,1,1,327,327,327,327,0,0,n,org.eclipse.jsf/plugins/org.eclipse.jst.jsf.facelet.core/src/org/eclipse/jst/jsf/facelet/core/internal/validation
1273,2548,3428,18,2,1,0.125795675,1,0,1,1,221,12,152,0,3,0,y,sourceediting/plugins/org.eclipse.wst.xml.vex.ui/src/org/eclipse/wst/xml/vex/ui/internal/editor
1555,315,318,11,1,1,0.083018068,1,0,1,1,221,20,156,0,0,19,y,sourceediting/plugins/org.eclipse.wst.xml.vex.ui/src/org/eclipse/wst/xml/vex/ui/internal/config
1480,251,124,7,0,0,0.020067466,1,0,1,1,65,9,23,0,0,9,y,webservices/plugins/org.eclipse.jst.ws.jaxws.ui/src/org/eclipse/jst/ws/internal/jaxws/ui/views
185,98,51,4,0,0,0.178490582,1,0,1,1,424,106,344,4,1,3,n,org.eclipse.jsf/plugins/org.eclipse.jst.jsf.facelet.core/src/org/eclipse/jst/jsf/facelet/core/internal/view
1772,168,24,4,2,1,0.014890186,2,0,2,0.75,180,45,76,3,0,2,y,webservices/plugins/org.eclipse.jst.ws.cxf.core/src/org/eclipse/jst/ws/internal/cxf/core/model/impl
15,0,0,1,0,0,0.002754521,1,0,1,1,41,41,41,41,0,0,n,sourceediting/plugins/org.eclipse.wst.xquery.core/src/org/eclipse/wst/xquery/core/internal/modelhandler
1206,812,320,8,2,2,0.02558316,2,1,1,0.875,180,22,75,0,2,1,y,webservices/plugins/org.eclipse.jst.ws.cxf.ui/src/org/eclipse/jst/ws/internal/cxf/ui/widgets
707,33,31,9,0,0,0.072248285,1,0,1,1,207,23,180,0,0,0,y,sourceediting/plugins/org.eclipse.wst.xml.vex.ui/src/org/eclipse/wst/xml/vex/ui/internal/swt
163,0,0,1,0,0,0.022586624,1,0,1,1,328,328,328,328,0,2,n,org.eclipse.jsf/plugins/org.eclipse.jst.jsf.facelet.core/src/org/eclipse/jst/jsf/facelet/core/internal/registry/taglib/faceletTaglib/util
1412,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,n,sourceediting/plugins/org.eclipse.wst.xml.security.ui/src/org/eclipse/wst/xml/security/ui/encrypt
52,7,0,3,0,0,0.012688385,2,0,2,0.666666667,180,60,163,4,0,2,n,webservices/plugins/org.eclipse.jst.ws.cxf.creation.ui/src/org/eclipse/jst/ws/internal/cxf/creation/ui/wsrt
25,11604,3767,25,2,1,0.045488502,1,0,1,1,221,8,152,0,10,2,y,sourceediting/plugins/org.eclipse.wst.xml.vex.ui/src/org/eclipse/wst/xml/vex/ui/internal
373,72,1459,25,1,1,0.041486137,2,1,1,0.96,187,7,30,0,8,4,n,sourceediting/plugins/org.eclipse.wst.xml.security.core/src/org/eclipse/wst/xml/security/core/utils
21,0,0,1,0,0,0.016074063,1,0,1,1,221,221,221,221,0,4,n,sourceediting/plugins/org.eclipse.wst.xml.vex.core/src/org/eclipse/wst/xml/vex/core/internal/undo
15,1390,22475,66,2,2,0.011518106,2,1,1,0.984848485,187,2,26,0,20,25,y,sourceediting/plugins/org.eclipse.wst.xml.security.core/src/org/eclipse/wst/xml/security/core
103,1,0,7,0,0,0.059415723,1,0,1,1,201,28,180,0,0,0,y,sourceediting/plugins/org.eclipse.wst.xml.vex.ui/src/org/eclipse/wst/xml/vex/ui/internal/wizards
76,0,0,1,0,0,0.009721832,1,0,1,1,201,201,201,201,0,0,n,sourceediting/plugins/org.eclipse.wst.xml.vex.core/src/org/eclipse/wst/xml/vex/core/internal/util
23,614,131,8,1,1,0.011787925,1,0,1,1,65,8,23,0,0,1,y,webservices/plugins/org.eclipse.jst.ws.jaxws.ui/src/org/eclipse/jst/ws/internal/jaxws/ui
20,2034,5106,7,0,0,0.013329551,2,0,2,0.714285714,65,9,23,0,0,0,y,webservices/plugins/org.eclipse.jst.ws.jaxws.core/src/org/eclipse/jst/ws/internal/jaxws/core
625,326,170,10,3,3,0.032459384,2,1,1,0.9,180,18,64,2,0,0,y,webservices/plugins/org.eclipse.jst.ws.cxf.creation.core/src/org/eclipse/jst/ws/internal/cxf/creation/core/commands
323,324,7393,22,2,2,0.046437068,2,1,1,0.954545455,187,8,26,0,12,0,n,sourceediting/plugins/org.eclipse.wst.xml.security.core/src/org/eclipse/wst/xml/security/core/sign
16,17739,3153,19,2,2,0.141972849,1,0,1,1,424,22,187,0,4,24,n,org.eclipse.jsf/plugins/org.eclipse.jst.jsf.facelet.core/src/org/eclipse/jst/jsf/facelet/core/internal
1514,392,375,9,2,1,0.081437909,1,0,1,1,221,24,117,0,8,0,y,sourceediting/plugins/org.eclipse.wst.xml.vex.core/src/org/eclipse/wst/xml/vex/core/internal/css
40,37,13,7,3,3,0.024457623,2,1,1,0.857142857,180,25,69,3,0,2,n,webservices/plugins/org.eclipse.jst.ws.cxf.creation.ui/src/org/eclipse/jst/ws/internal/cxf/creation/ui/viewers
18644,0,0,1,0,0,0,1,0,1,1,40,40,40,40,0,0,n,sourceediting/plugins/com.matinprobst.xqpretty/com/martinprobst/xqpretty
58,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,n,sourceediting/plugins/org.eclipse.wst.xml.security.ui/src/org/eclipse/wst/xml/security/ui/dialogs
19,0,0,1,0,0,0.006901364,1,0,1,1,180,180,180,180,0,1,n,webservices/plugins/org.eclipse.jst.ws.cxf.consumption.ui/src/org/eclipse/jst/ws/internal/cxf/consumption/ui/wsrt
234,21,21,2,0,0,0.031744019,1,0,1,1,221,110,209,11,0,16,y,sourceediting/plugins/org.eclipse.wst.xml.vex.core/src/org/eclipse/wst/xml/vex/core/internal/core
261,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,y,sourceediting/plugins/org.eclipse.wst.xml.security.ui/src/org/eclipse/wst/xml/security/ui/verify
1054,380,372,18,2,1,0.115049912,1,0,1,1,221,12,180,0,11,0,y,sourceediting/plugins/org.eclipse.wst.xml.vex.core/src/org/eclipse/wst/xml/vex/core/internal/widget
52,0,0,1,0,0,0.004860941,1,0,1,1,58,58,58,58,0,3,y,webservices/plugins/org.eclipse.jst.ws.annotations.core/src/org/eclipse/jst/ws/annotations/core/initialization
1035,771,504,13,4,4,0.033891998,2,1,1,0.923076923,180,13,46,0,2,10,y,webservices/plugins/org.eclipse.jst.ws.cxf.creation.ui/src/org/eclipse/jst/ws/internal/cxf/creation/ui/widgets
770,115,122,5,0,0,0.013585117,1,0,1,1,58,11,43,0,0,1,y,webservices/plugins/org.eclipse.jst.ws.annotations.core/src/org/eclipse/jst/ws/annotations/core/utils
6,0,0,1,0,0,0.008008794,1,0,1,1,187,187,187,187,0,1,n,sourceediting/plugins/org.eclipse.wst.xml.security.core/src/org/eclipse/wst/xml/security/core/canonicalize
