loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,post_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
22,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/insert_result.c/MT/1/setFieldValue(_Fields@Object)"
4,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/io/sstable/IndexHelper.f/CL/1/IndexHelper.c/MT/1/skipIndex(DataInput)"
17,0,0,1,0,0,1,0.000154481181700263,1,0,1,1,2,2,2,2,0,0,y,"src/java/org/apache/cassandra/db/migration/RenameKeyspace.f/CL/1/RenameKeyspace.c/MT/4/renameKsStorageFiles(String@String)"
6,3,9,6,0,0,1,0.00110487649440045,1,0,1,1,344,57,153,0,6,2,y,"src/java/org/apache/cassandra/net/MessageDeliveryTask.f/CL/1/MessageDeliveryTask.c/MT/1/run()"
7,0,0,1,0,0,0,0.000143904089368125,1,0,1,1,98,98,98,98,1,1,n,"src/java/org/apache/cassandra/io/util/MappedFileDataInput.f/CL/1/MappedFileDataInput.c/MT/1/readBoolean()"
3,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/CfDef.f/CL/1/CfDef.c/MT/1/setKey_cache_sizeIsSet(boolean)"
3,1,1,2,0,0,0,0.000430552121459821,1,0,1,1,344,172,267,77,2,0,n,"src/java/org/apache/cassandra/net/Message.f/CL/1/Message.c/MT/1/getVerb()"
3,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_rename_keyspace_args.c/MT/1/hashCode()"
3,1,1,2,0,0,0,0.000504806333297251,1,0,1,1,344,172,262,82,1,0,n,"src/java/org/apache/cassandra/db/SuperColumn.f/CL/1/SuperColumn.c/MT/1/getSubColumns()"
10,5,6,3,2,1,0,0.000410544732868776,1,0,1,1,141,47,52,40,3,0,n,"src/java/org/apache/cassandra/db/RangeSliceReply.f/CL/1/RangeSliceReply.c/MT/1/read(byte[])"
13,0,0,1,0,0,0,0.000278236754534385,1,0,1,1,344,344,344,344,1,0,n,"src/java/org/apache/cassandra/net/AsyncResult.f/CL/3/AsyncResult.c/MT/1/result(Message)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/login_result.c/MT/1/unsetAuthnx()"
5,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/batch_insert_result.c/MT/1/equals(Object)"
3,0,0,1,0,0,0,0.000278236754534385,1,0,1,1,344,344,344,344,1,0,n,"src/java/org/apache/cassandra/utils/DestructivePQIterator.f/CL/1/DestructivePQIterator.c/MT/1/hasNext()"
3,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_splits_args.c/MT/1/setFieldValue(int@Object)"
29,11,4,5,0,0,0,0.000755869798360756,3,0,3,0.4,69,13,45,2,1,1,n,"src/java/org/apache/cassandra/avro/CassandraDaemon.f/CL/1/CassandraDaemon.c/MT/4/setup()"
3,1,1,2,0,0,0,0.000104319321920035,1,0,1,1,9,4,9,0,2,0,n,"src/java/org/apache/cassandra/db/filter/QueryFilter.f/CL/1/QueryFilter.c/MT/1/getNamesFilter(String@QueryPath,SortedSet<byte[]>)"
5,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnParent.f/CL/1/ColumnParent.c/MT/1/validate()"
16,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/Processor.c/MT/1/process(TProtocol@TProtocol)"
7,1,1,4,2,1,0,0.000835278843092191,2,0,2,0.75,344,86,252,0,4,0,n,"src/java/org/apache/cassandra/cli/CliClient.f/CL/1/CliClient.c/MT/4/executeShowTables(CommonTree)"
9,0,0,1,0,0,0,0.000122574816590368,1,0,1,1,36,36,36,36,1,0,n,"src/java/org/apache/cassandra/db/filter/SSTableSliceIterator.f/CL/3/SSTableSliceIterator.c/MT/4/isColumnNeededByRange(IColumn)"
1,0,0,1,0,0,0,0.000109381275467455,1,0,1,1,241,241,241,241,1,1,n,"src/java/org/apache/cassandra/db/IColumnContainer.f/IN/1/IColumnContainer.c/MT/1/addColumn(IColumn)"
3,1,1,2,0,0,0,0.000237378686235827,1,0,1,1,272,136,247,25,2,1,n,"src/java/org/apache/cassandra/db/filter/SSTableSliceIterator.f/CL/3/SSTableSliceIterator.c/MT/1/close()"
6,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_drop_keyspace_args.c/MT/1/getFieldValue(_Fields)"
3,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/io/sstable/RowIndexedScanner.f/CL/1/RowIndexedScanner.c/MT/1/getFilePointer()"
3,2,2,2,0,0,0,0.000229264300953123,2,0,2,0.5,63,31,60,2,1,1,n,"src/java/org/apache/cassandra/tools/NodeProbe.f/CL/1/NodeProbe.c/MT/1/getEndPoints(String@String)"
3,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_range_slices_args.c/MT/1/isSetPredicate()"
4,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_rename_column_family_args.c/MT/1/setOld_name(String)"
3,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/io/sstable/SSTable.f/CL/1/SSTable.c/MT/1/getDescriptor()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/SuperColumn.f/CL/1/SuperColumn.c/CL/1/_Fields.c/MT/1/findByName(String)"
3,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_rename_keyspace_args.c/MT/1/getNew_name()"
5,0,0,1,0,0,0,0.000172688390959058,1,0,1,1,59,59,59,59,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_keyspaces_args.c/MT/1/equals(Object)"
6,1,1,5,2,1,0,0.000900280721107199,1,0,1,1,344,68,174,10,5,1,n,"src/java/org/apache/cassandra/db/ReadCommand.f/CL/1/ReadCommand.c/MT/1/makeReadMessage()"
23,17,14,9,3,1,0,0.00116477943992493,2,0,2,0.777777777777778,344,38,113,0,9,0,n,"src/java/org/apache/cassandra/cli/CliClient.f/CL/1/CliClient.c/MT/4/printCmdHelp()"
3,2,2,3,0,0,0,0.00064185670516377,1,0,1,1,344,114,157,31,3,1,n,"src/java/org/apache/cassandra/dht/OrderPreservingPartitioner.f/CL/1/OrderPreservingPartitioner.c/MT/1/decorateKey(String)"
3,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_splits_args.c/MT/1/getFieldValue(int)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_args.c/MT/1/setFieldValue(int@Object)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/batch_insert_args.c/MT/1/getKey()"
25,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnOrSuperColumn.f/CL/1/ColumnOrSuperColumn.c/MT/1/toString()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/batch_insert_args.c/MT/1/unsetCfmap()"
5,2,2,2,0,0,0,0.000273328736477897,2,0,2,0.5,77,38,40,36,1,1,n,"src/java/org/apache/cassandra/config/DatabaseDescriptor.f/CL/1/DatabaseDescriptor.c/MT/1/getNextAvailableDataLocation()"
5,0,0,1,0,0,0,0.00010340646071359,1,0,1,1,30,30,30,30,0,0,n,"src/java/org/apache/cassandra/avro/AvroRecordFactory.f/CL/1/AvroRecordFactory.c/MT/1/newColumnOrSuperColumn(Column)"
4,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_result.c/MT/1/setIre(InvalidRequestException)"
1,0,0,1,0,0,0,9.80893279945468e-05,1,0,1,1,73,73,73,73,0,0,n,"src/java/org/apache/cassandra/cache/IAggregatableCacheProvider.f/IN/1/IAggregatableCacheProvider.c/MT/1/getObjectCount()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_result.c/MT/1/getTe()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/SliceRange.f/CL/1/SliceRange.c/MT/1/setFieldValue(int@Object)"
6,0,0,1,0,0,0,0.000128885796464485,1,0,1,1,337,337,337,337,1,1,n,"src/java/org/apache/cassandra/utils/BoundedStatsDeque.f/CL/1/BoundedStatsDeque.c/MT/1/add(double)"
3,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/KsDef.f/CL/1/KsDef.c/MT/1/isSetStrategy_class()"
11,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/Client.c/MT/1/send_get_count(String@String,ColumnParent,ConsistencyLevel)"
8,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/batch_mutate_result.c/MT/1/getFieldValue(_Fields)"
3,1,1,2,0,0,1,0.000232902409184168,1,0,1,1,92,46,91,0,2,1,y,"src/java/org/apache/cassandra/db/Memtable.f/CL/1/Memtable.c/MT/1/getCurrentThroughput()"
5,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/CfDef.f/CL/1/CfDef.c/MT/1/setComparator_typeIsSet(boolean)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/Client.c/MT/1/getInputProtocol()"
8,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/NotFoundException.f/CL/1/NotFoundException.c/MT/1/compareTo(NotFoundException)"
60,29,28,3,0,0,0,0.000336275970601627,1,0,1,1,35,11,20,3,1,0,n,"src/java/org/apache/cassandra/io/sstable/RowIndexedReader.f/CL/3/RowIndexedReader.c/MT/1/getPosition(DecoratedKey)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_keyspace_result.c/MT/1/getFieldValue(int)"
4,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/KeyRange.f/CL/1/KeyRange.c/MT/1/setStart_key(String)"
33,0,0,1,0,0,1,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,y,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/Processor.c/CL/4/system_drop_column_family.c/MT/1/process(int@TProtocol,TProtocol)"
3,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_add_column_family_result.c/MT/1/getIre()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_count_result.c/MT/1/setSuccessIsSet(boolean)"
8,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnPath.f/CL/1/ColumnPath.c/MT/1/isSet(_Fields)"
3,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/io/sstable/IndexHelper.f/CL/1/IndexHelper.c/CL/1/IndexInfo.c/MT/1/deserialize(FileDataInput)"
3,0,0,1,0,0,0,0.000163397129801438,1,0,1,1,106,106,106,106,1,1,n,"src/java/org/apache/cassandra/concurrent/JMXEnabledThreadPoolExecutor.f/CL/1/JMXEnabledThreadPoolExecutor.c/MT/1/getCompletedTasks()"
28,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_count_result.c/MT/1/setFieldValue(_Fields@Object)"
6,0,0,1,0,0,0,0.000154481181700263,1,0,1,1,2,2,2,2,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/system_rename_keyspace_result.c/MT/1/isSet(_Fields)"
3,0,0,1,0,0,0,0.000131111032980877,1,0,1,1,57,57,57,57,0,0,n,"src/java/org/apache/cassandra/db/commitlog/CommitLogSegment.f/CL/1/CommitLogSegment.c/MT/1/toString()"
5,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/insert_args.c/MT/1/setColumn_pathIsSet(boolean)"
3,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/config/KSMetaData.f/CL/1/KSMetaData.c/MT/1/cfMetaData()"
3,0,0,1,0,0,1,0.000131111032980877,1,0,1,1,57,57,57,57,0,0,y,"src/java/org/apache/cassandra/db/commitlog/CommitLogSegment.f/CL/1/CommitLogSegment.c/MT/1/writeHeader()"
4,1,1,3,0,0,0,0.000253117825413012,1,0,1,1,134,44,91,0,2,0,n,"src/java/org/apache/cassandra/db/ColumnFamily.f/CL/1/ColumnFamily.c/MT/1/resolve(ColumnFamily)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnPath.f/CL/1/ColumnPath.c/MT/1/deepCopy()"
9,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,y,"src/java/org/apache/cassandra/db/RowIteratorFactory.f/CL/1/RowIteratorFactory.c/MT/4/memtableEntryIterator(Memtable@DecoratedKey)"
3,0,0,1,0,0,0,0.000160026629782261,1,0,1,1,35,35,35,35,0,0,n,"src/java/org/apache/cassandra/io/sstable/SSTableTracker.f/CL/1/SSTableTracker.c/MT/1/getTotalSize()"
3,0,0,1,0,0,0,0.000278236754534385,1,0,1,1,344,344,344,344,1,0,n,"src/java/org/apache/cassandra/db/SuperColumn.f/CL/1/SuperColumn.c/MT/1/getObjectCount()"
3,1,1,2,0,0,0,0.000280569443296747,1,0,1,1,232,116,225,6,2,2,n,"src/java/org/apache/cassandra/dht/OrderPreservingPartitioner.f/CL/1/OrderPreservingPartitioner.c/MT/1/getToken(String)"
4,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_count_result.c/MT/1/setTe(TimedOutException)"
3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,n,"src/java/org/apache/cassandra/db/filter/SSTableNamesIterator.f/CL/1/SSTableNamesIterator.c/MT/1/getKey()"
8,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_splits_args.c/MT/1/getFieldValue(_Fields)"
3,0,0,3,0,0,0,0.000370501189435532,2,0,2,0.666666666666667,297,99,113,76,3,1,n,"src/java/org/apache/cassandra/tools/NodeProbe.f/CL/1/NodeProbe.c/MT/1/getCurrentGenerationNumber()"
4,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ColumnPath.f/CL/1/ColumnPath.c/MT/1/setColumn(byte[])"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/batch_mutate_result.c/MT/1/deepCopy()"
3,0,0,1,0,0,1,0.000163397129801438,1,0,1,1,106,106,106,106,1,1,y,"src/java/org/apache/cassandra/db/ColumnFamilyStore.f/CL/1/ColumnFamilyStore.c/MT/1/getLiveSSTableCount()"
3,0,0,1,0,0,0,0.000121013369552461,1,0,1,1,36,36,36,36,1,1,n,"src/java/org/apache/cassandra/config/DatabaseDescriptor.f/CL/1/DatabaseDescriptor.c/MT/1/getRowWarningThreshold()"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/UnavailableException.f/CL/1/UnavailableException.c/CL/1/_Fields.c/MT/1/findByName(String)"
4,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Deletion.f/CL/1/Deletion.c/MT/1/setSuper_column(byte[])"
3,0,0,1,0,0,0,0.000172688390959058,1,0,1,1,59,59,59,59,1,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_version_args.c/MT/1/clone()"
14,4,6,3,0,0,0,0.000754101214009407,1,0,1,1,344,114,262,5,3,2,n,"src/java/org/apache/cassandra/db/SliceByNamesReadCommand.f/CL/3/SliceByNamesReadCommandSerializer.c/MT/1/deserialize(DataInputStream)"
5,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationRequest.f/CL/1/AuthenticationRequest.c/CL/1/_Fields.c/MT/1/findByThriftIdOrThrow(int)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/multiget_result.c/MT/1/unsetUe()"
3,0,0,1,0,0,0,0.000155447363581117,1,0,1,1,55,55,55,55,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/describe_splits_args.c/MT/1/isSetStart_token()"
7,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/SlicePredicate.f/CL/1/SlicePredicate.c/MT/1/isSet(_Fields)"
3,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/SliceRange.f/CL/1/SliceRange.c/MT/1/setCountIsSet(boolean)"
12,10,1,2,0,0,0,0.000429087098653282,2,0,2,0.5,69,34,38,31,2,1,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/ConsistencyLevel.f/CL/1/ConsistencyLevel.c/MT/1/findByValue(int)"
1,0,0,1,0,0,0,0.000136079483255921,1,0,1,1,62,62,62,62,1,1,n,"src/java/org/apache/cassandra/service/StorageProxyMBean.f/IN/1/StorageProxyMBean.c/MT/1/getTotalRangeLatencyMicros()"
10,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/remove_args.c/MT/1/getFieldValue(_Fields)"
5,0,0,1,0,0,0,0.000283522198085133,1,0,1,1,69,69,69,69,1,0,n,"interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.f/CL/1/Cassandra.c/CL/1/get_result.c/MT/1/setUeIsSet(boolean)"
7,1,1,2,1,1,0,0.000302065971602646,1,0,1,1,262,131,176,85,2,0,n,"src/java/org/apache/cassandra/db/marshal/AbstractType.f/CL/1/AbstractType.c/MT/1/getColumnsString(Collection<IColumn>)"
