loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
0,0,0,1,0,0,0.000168259,1,0,1,1,1317,1317,1317,1317,0,0,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BinaryOpExpState.java
6,1,1,2,0,0,0.000648287,1,0,1,1,1028,514,970,57,2,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryEvent.java
91,69,79,7,0,0,0.003842029,3,2,1,0.714285714,1367,195,825,1,7,7,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Extension.java
3,4,3,2,0,0,0.001750689,1,0,1,1,1376,688,1348,28,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/UnsupportedException.java
5,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java
35,3,2,3,0,0,0.002698358,1,0,1,1,1376,458,878,1,3,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPASavepoint.java
71,0,0,1,0,0,0.000816807,1,0,1,1,1367,1367,1367,1367,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java
3,0,0,1,0,0,0.000180758,1,0,1,1,213,213,213,213,0,0,n,openjpa-examples/src/main/java/embeddables/ContactInfo.java
3,0,0,1,0,0,0.000816807,1,0,1,1,1367,1367,1367,1367,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Raw.java
0,0,1,2,0,0,0.000811195,1,0,1,1,498,249,392,105,2,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/LessThanExpression.java
0,0,0,1,0,0,0.000424094,1,0,1,1,498,498,498,498,1,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/LiteralExpression.java
0,0,0,1,0,0,0.000351539,1,0,1,1,891,891,891,891,1,1,n,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMappingOverrides.java
325,76,21,17,5,3,0.004126264,8,7,1,0.352941176,1367,80,284,0,17,5,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java
161,20,7,4,1,1,0.001058319,1,0,1,1,800,200,369,44,4,2,n,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java
7,4,0,3,0,0,0.001141175,1,0,1,1,498,166,487,3,3,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/JPQLHelper.java
27,1,1,2,0,0,0.001346175,2,0,2,0.5,1376,688,1145,230,2,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java
37,14,46,5,0,0,0.009182006,2,0,2,0.8,1388,277,1355,2,5,3,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLFactory.java
44,21,17,6,2,2,0.009914862,4,3,1,0.5,1388,231,432,2,6,3,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java
16,1,1,2,0,0,0.00142053,2,0,2,0.5,1376,688,714,661,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/UUIDStringSeq.java
0,1,1,2,0,0,0.001875043,2,0,2,0.5,1376,688,1358,17,2,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchAttribute.java
3,2,2,3,0,0,0.009002459,1,0,1,1,1388,462,1376,2,3,3,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java
45,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java
33,6,6,2,0,0,0.001873774,2,0,2,0.5,1376,688,1337,39,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Extension.java
8,1,2,3,0,0,0.002017239,2,0,2,0.666666667,1376,458,1336,0,3,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Count.java
24,20,26,5,0,0,0.003135612,3,0,3,0.6,1367,273,825,9,5,5,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareExpression.java
1,0,0,1,0,0,0.000190975,1,0,1,1,801,801,801,801,1,0,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/PostPersistListener.java
145,97,11,11,2,1,0.003272355,5,4,1,0.636363636,1367,124,523,0,11,5,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java
560,213,101,47,6,5,0.008239132,14,14,0,0.14893617,1367,29,145,0,47,10,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java
164,152,21,14,0,0,0.004403827,5,4,1,0.642857143,1319,94,514,0,12,6,n,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java
0,1,1,2,0,0,0.001649621,1,0,1,1,1376,688,970,405,2,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/UpdateAction.java
6,3,1,3,0,0,0.001941879,3,0,3,0.333333333,1376,458,538,394,3,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/MultiLoaderClassResolver.java
346,129,41,17,0,0,0.004906884,9,8,1,0.235294118,1367,80,180,0,16,8,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java
4,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EndsWithExpression.java
302,114,182,12,1,1,0.012662036,4,2,2,0.5,1388,115,409,0,12,8,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java
16,2,1,2,0,0,0.005485342,1,0,1,1,1388,694,1376,12,2,2,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleResourceBundleProvider.java
28,10,8,6,0,0,0.010707524,3,2,1,0.666666667,1388,231,1018,2,6,5,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java
0,0,0,1,0,0,0.000387101,1,0,1,1,392,392,392,392,1,0,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/TrimSpec.java
56,8,3,3,0,0,0.001418888,2,0,2,0.666666667,1367,455,699,91,3,3,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/FullClassStrategy.java
86,66,40,6,0,0,0.003190031,4,3,1,0.5,1367,227,629,9,6,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java
10,0,0,1,0,0,0.000456225,1,0,1,1,970,970,970,970,1,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AutoClearType.java
24,4,1,3,0,0,0.00148946,2,0,2,0.666666667,1367,455,1163,28,3,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractDiscriminatorStrategy.java
6,3,1,3,0,0,0.005843505,2,0,2,0.666666667,1388,462,863,12,3,2,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java
15,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/ByteId.java
168,135,66,22,4,3,0.005721471,9,8,1,0.227272727,1367,62,255,0,22,6,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java
11,0,0,1,0,0,0.000456225,1,0,1,1,970,970,970,970,1,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryOperationType.java
2,0,0,1,0,0,9.01E-05,1,0,1,1,256,256,256,256,1,0,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/encryption/EncryptionProvider.java
22,8,1,2,0,0,0.001218475,2,0,2,0.5,1367,683,1275,91,2,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java
19,42,21,13,0,0,0.004909389,4,2,2,0.461538462,1367,105,575,0,13,6,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java
2,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/FlushTransactionListener.java
160,38,30,5,0,0,0.009681068,2,0,2,0.6,1388,277,989,2,5,5,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java
3,9,0,2,0,0,0.001750689,1,0,1,1,1376,688,1348,28,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java
21,14,5,6,0,0,0.000877822,1,0,1,1,442,73,283,0,6,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PreparedQueryCache.java
7,4,1,5,0,0,0.001627359,3,0,3,0.4,1367,273,497,30,5,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/VersionStrategy.java
54,43,120,11,5,3,0.003028061,5,3,2,0.363636364,1376,125,506,0,11,2,y,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java
3,3,9,4,0,0,0.002769523,2,0,2,0.75,1367,341,1318,9,4,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Exp.java
33,22,17,16,0,0,0.002906074,2,1,1,0.875,347,21,186,0,16,5,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ExpressionImpl.java
78,17,7,10,4,2,0.002945869,4,1,3,0.5,1367,136,538,0,10,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java
268,4,2,7,0,0,0.004546509,4,2,2,0.428571429,1376,196,538,0,7,6,n,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java
16,9,15,4,0,0,0.002769523,2,0,2,0.75,1367,341,1318,9,4,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/BindVariableExpression.java
4,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java
38,11,1,2,0,0,0.001218475,2,0,2,0.5,1367,683,1275,91,2,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java
216,110,68,14,4,2,0.001786542,1,0,1,1,442,31,229,0,14,1,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryCacheImpl.java
156,0,0,1,0,0,0.000351539,1,0,1,1,891,891,891,891,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationHandlerMapTableFieldStrategy.java
2,1,0,2,0,0,0.001299881,2,0,2,0.5,1376,688,1130,246,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCData.java
556,280,56,48,7,5,0.010143668,9,8,1,0.416666667,1367,28,378,0,48,11,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java
0,0,1,2,0,0,0.000811195,1,0,1,1,498,249,392,105,2,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/LessEqualExpression.java
10,1,1,2,0,0,0.002381205,1,0,1,1,1376,688,1375,1,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldSupplier.java
24,28,22,4,0,0,0.002769523,2,0,2,0.75,1367,341,1318,9,4,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InSubQExpression.java
23,0,0,1,0,0,0.000393604,1,0,1,1,1319,1319,1319,1319,1,0,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/GeneratorImpl.java
16,13,20,4,0,0,0.002769523,2,0,2,0.75,1367,341,1318,9,4,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsNotEmptyExpression.java
57,26,36,5,0,0,0.009681068,2,0,2,0.6,1388,277,989,2,5,5,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java
51,8,16,5,1,1,0.009559752,2,0,2,0.8,1388,277,953,2,5,3,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java
3,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Divide.java
131,7,8,5,0,0,0.00371414,3,0,3,0.6,1376,275,1217,1,5,4,n,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java
280,30,18,9,1,1,0.001499207,1,0,1,1,297,33,115,1,9,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java
123,16,6,4,0,0,0.000708636,1,0,1,1,961,240,674,0,1,0,y,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java
53,37,3,9,3,1,0.004685775,6,4,2,0.333333333,1376,152,538,0,9,4,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java
15,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java
2,0,0,1,0,0,0.000816807,1,0,1,1,1367,1367,1367,1367,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaFactory.java
1,0,0,1,0,0,0.004291946,1,0,1,1,1388,1388,1388,1388,1,1,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactory.java
22,0,0,1,0,0,0.00017823,1,0,1,1,36,36,36,36,1,0,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/osgi/PersistenceActivator.java
42,0,0,1,0,0,0.000232737,1,0,1,1,487,487,487,487,0,0,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NullIf.java
283,122,31,18,0,0,0.005115748,6,4,2,0.333333333,1376,76,385,1,12,9,y,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java
32,0,0,1,0,0,0.000379709,1,0,1,1,800,800,800,800,1,1,n,openjpa-slice/src/main/java/org/apache/openjpa/slice/Slice.java
42,4,0,2,0,0,0.001750689,1,0,1,1,1376,688,1348,28,2,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/ArgumentException.java
143,31,19,7,0,0,0.010909896,3,1,2,0.571428571,1388,198,831,2,7,7,y,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java
184,0,0,1,0,0,0.000401668,1,0,1,1,91,91,91,91,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/QualifiedDBIdentifier.java
44,0,0,1,0,0,0.000387101,1,0,1,1,392,392,392,392,1,0,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/Expression.java
147,89,44,17,7,3,0.003067298,2,1,1,0.941176471,800,47,379,0,17,1,y,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java
17,0,0,1,0,0,0.000339979,1,0,1,1,961,961,961,961,1,0,n,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersionAndConfigurationTypeValidationPolicy.java
58,10,2,4,0,0,0.003235697,2,0,2,0.75,1376,344,1312,1,4,4,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java
70,36,44,7,0,0,0.003950823,3,1,2,0.571428571,1367,195,1220,0,7,6,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java
0,1,1,5,0,0,0.002974757,3,0,3,0.4,1376,275,880,1,5,5,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceStrategy.java
106,32,50,8,0,0,0.011181929,5,4,1,0.5,1388,173,441,2,8,4,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java
95,38,1,4,0,0,0.001738414,3,0,3,0.5,1367,341,1068,24,4,3,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java
1,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeginTransactionListener.java
45,5,7,4,0,0,0.003316334,2,0,2,0.75,1376,344,1284,1,4,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java
42,1,1,2,0,0,0.002381205,1,0,1,1,1376,688,1375,1,2,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java
92,91,54,9,2,2,0.010098226,4,1,3,0.444444444,1388,154,379,2,9,3,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java
552,189,94,22,7,3,0.007336096,6,3,3,0.272727273,1376,62,588,0,22,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java
531,352,78,30,5,4,0.008277909,9,6,3,0.2,1367,45,166,0,30,11,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java
32,14,17,6,0,0,0.010324131,2,1,1,0.833333333,1388,231,713,2,6,4,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java
66,16,19,7,0,0,0.010283415,4,3,1,0.571428571,1388,198,423,2,7,5,n,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java
10,1,1,2,0,0,0.000317618,1,0,1,1,423,211,423,0,2,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FinderCache.java
0,0,1,2,0,0,0.000811195,1,0,1,1,498,249,392,105,2,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/NotEqualExpression.java
297,50,37,8,1,1,0.003336079,5,3,2,0.375,1367,170,687,0,8,4,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java
46,1,0,4,0,0,0.003316783,1,0,1,1,1376,344,1022,1,4,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java
0,2,0,3,0,0,0.001983816,2,0,2,0.666666667,1376,458,1332,17,3,2,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/FetchGroup.java
96,3,2,3,0,0,0.00287238,1,0,1,1,1376,458,1249,1,3,3,n,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java
7,0,0,1,0,0,0.000816807,1,0,1,1,1367,1367,1367,1367,1,1,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassStrategy.java
8,2,2,3,0,0,0.001893029,3,0,3,0.333333333,1376,458,1306,31,3,2,n,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLConfiguration.java
3,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitProvider.java
169,61,35,16,2,2,0.004304219,6,4,2,0.25,1367,85,320,0,16,7,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java
421,196,28,11,2,1,0.003452868,5,3,2,0.272727273,1367,124,687,0,11,5,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java
16,5,6,2,0,0,0.001873774,2,0,2,0.5,1376,688,1337,39,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnaryMathVal.java
269,40,44,6,0,0,0.004012867,4,3,1,0.5,1376,229,869,1,6,4,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java
106,64,27,4,0,0,0.001576638,3,0,3,0.5,1367,341,854,0,4,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java
12,4,0,2,0,0,0.00112321,1,0,1,1,1367,683,1016,351,2,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassVersionStrategy.java
23,6,7,5,0,0,0.00183109,2,0,2,0.8,498,99,297,0,4,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/JoinPath.java
68,5,4,7,0,0,0.00444754,3,1,2,0.428571429,1376,196,878,0,7,5,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpenJPAStateManager.java
19,0,0,3,0,0,0.001848344,2,0,2,0.666666667,1367,455,1264,49,3,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java
13,5,6,2,0,0,0.001873774,2,0,2,0.5,1376,688,1337,39,2,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToUpperCase.java
188,58,17,13,1,1,0.003793267,5,3,2,0.538461538,1367,105,469,0,13,2,n,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java
2,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/PersistListener.java
1,0,0,1,0,0,0.001193396,1,0,1,1,1376,1376,1376,1376,1,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/event/OrphanedKeyAction.java
0,0,1,2,0,0,0.000811195,1,0,1,1,498,249,392,105,2,1,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/LowerExpression.java
692,74,24,11,0,0,0.005066778,5,3,2,0.272727273,1376,125,698,1,10,5,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java
21,0,1,2,0,0,0.000305937,2,0,2,0.5,396,198,303,92,1,0,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/QueryException.java
104,34,12,14,0,0,0.006267174,5,3,2,0.5,1376,98,579,1,9,5,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java
0,1,0,2,0,0,0.000965534,2,0,2,0.5,1367,683,771,596,2,1,n,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/VersionColumn.java
5,8,38,7,0,0,0.003423376,4,3,1,0.571428571,1376,196,661,0,7,4,n,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/Generator.java
3,4,6,3,0,0,0.001950312,2,0,2,0.666666667,1376,458,1290,28,3,2,n,openjpa-kernel/src/main/java/org/apache/openjpa/util/CallbackException.java
170,235,11,4,0,0,0.001515673,4,0,4,0.25,1367,341,995,36,3,3,y,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java
89,26,0,2,0,0,0.000798341,1,0,1,1,995,497,883,112,2,1,n,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java
