loc,add_loc,del_loc,com_num,fix_com_num,past_bug_ids,post_bug_ids,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,spatial,timing,faulty,file
3,0,0,1,0,0,0,7.67817745069807e-05,1,0,1,1,433,433,433,433,1,1,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/middleend/plugins/ParsedResource.f/CL/1/ParsedResource.c/MT/1/getAdvice()"
11,1,1,2,0,0,0,0.000297294045885765,2,0,2,0.5,527,263,495,32,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/internal/xpand2/parser/XpandLexer.f/CL/1/XpandLexer.c/MT/1/mT25()"
1,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/core/IModelManager.f/IN/1/IModelManager.c/MT/1/analyze(IProgressMonitor)"
5,0,0,1,0,0,0,0.000117171627758793,1,0,1,1,476,476,476,476,0,0,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/backend/expr/SequenceExpression.f/CL/1/SequenceExpression.c/MT/2/evaluateInternal(ExecutionContext)"
1,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/internal/xpand2/model/XpandDefinition.f/IN/1/XpandDefinition.c/MT/3/getQualifiedName()"
7,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/expression/ast/Cast.f/CL/1/Cast.c/MT/4/getCastedType(Type@Type,Type)"
4,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand.ui/src/org/eclipse/xpand/ui/editor/codeassist/XpandProposalFactoryEclipseImpl.f/CL/1/XpandProposalFactoryEclipseImpl.c/MT/1/createStatementProposal(String@String,String,int,int)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/FileNode.f/IN/1/FileNode.c/MT/3/getImports()"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.common/src/org/eclipse/xpand3/util/Loader.f/IN/1/Loader.c/MT/1/getResource(String)"
3,0,0,1,0,0,0,6.20192889519167e-05,1,0,1,1,207,207,207,207,0,0,n,"examples/org.eclipse.emf.generic.editor/src/org/eclipse/emf/editor/MessageData.f/CL/1/MessageData.c/MT/1/setStatus(int)"
3,0,0,1,0,0,0,7.77353528124161e-05,1,0,1,1,85,85,85,85,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/editor/search/view/XtendXpandTableContentProvider.f/CL/1/XtendXpandTableContentProvider.c/MT/4/getViewer()"
4,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/src-gen/org/eclipse/xpand3/internal/frontend/parser/AbstractXpand3NodeSwitch.f/CL/1/AbstractXpand3NodeSwitch.c/MT/1/caseDefinitionAroundNode(DefinitionAroundNode)"
5,1,1,3,0,0,0,0.000341714336953639,2,0,2,0.666666666666667,493,164,405,20,2,3,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/backend/types/AbstractType.f/CL/1/AbstractType.c/MT/1/setProperty(ExecutionContext@Object,String,Object)"
4,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/ExpressionFactoryImpl.f/CL/1/ExpressionFactoryImpl.c/MT/1/createRealLiteral()"
3,0,0,1,0,0,0,7.06715936650444e-05,1,0,1,1,48,48,48,48,0,0,n,"plugins/org.eclipse.xtend.typesystem.xsd/src/org/eclipse/xtend/typesystem/xsd/OawXMLResource.f/CL/1/OawXMLResource.c/MT/2/createXMLSave()"
11,0,0,1,0,0,0,7.67817745069807e-05,1,0,1,1,433,433,433,433,1,1,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/middleend/javaannotations/JavaFunctionClassContributor.f/CL/1/JavaFunctionClassContributor.c/MT/4/isInfrastructureMethod(Method@Class<?>)"
3,3,1,3,0,0,0,0.000367935412458862,2,0,2,0.666666666666667,527,175,442,32,2,2,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/xtend/ast/AbstractExtension.f/CL/1/AbstractExtension.c/MT/2/analyzeInternal(ExecutionContext@Set<AnalysationIssue>)"
4,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.check.ui/src/org/eclipse/xtend/check/ui/editor/codeassist/CheckProposalFactoryEclipseImpl.f/CL/1/CheckProposalFactoryEclipseImpl.c/MT/1/createStatementProposal(String@String,String,int,int)"
7,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.m2t.common.recipe/src/org/eclipse/m2t/common/recipe/eval/CheckEvaluator.f/CL/1/CheckEvaluator.c/MT/2/notify(Check@boolean)"
6,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/impl/ListLiteralNodeImpl.f/CL/1/ListLiteralNodeImpl.c/MT/1/eIsSet(int)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/Xpand3Package.f/IN/1/Xpand3Package.c/MT/3/getSyntaxElement_Line()"
3,0,0,1,0,0,0,7.06715936650444e-05,1,0,1,1,48,48,48,48,0,0,n,"plugins/org.eclipse.xtend.typesystem.xsd/src/org/eclipse/xtend/typesystem/xsd/XMLBeautifier.f/CL/1/XMLBeautifier.c/MT/1/addLoadOption(OptionsEntry)"
6,0,0,1,0,0,0,0.000158863209052822,1,0,1,1,446,446,446,446,0,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/internal/xpand/OldDefinitionConverter.f/CL/1/OldDefinitionConverter.c/MT/1/convertStatementSequence(Statement[]@SyntaxElement,Set<XpandDefinitionName>)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/ProtectStatementNode.f/IN/1/ProtectStatementNode.c/MT/3/getSequence()"
10,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/src/org/eclipse/xpand3/internal/frontend/node2ast/Node2AstTransformer.f/CL/1/Node2AstTransformer.c/MT/4/createBody(Node@EList<AbstractStatement>)"
5,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/editor/search/actions/SearchActionGroup.f/CL/1/SearchActionGroup.c/MT/1/fillActionBars(IActionBars)"
6,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/src-gen/org/eclipse/xpand3/internal/frontend/parser/AbstractXpand3NodeSwitch.f/CL/1/AbstractXpand3NodeSwitch.c/MT/1/caseFileNode(Node)"
9,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/SwitchExpressionImpl.f/CL/1/SwitchExpressionImpl.c/MT/1/basicSetSwitchExpr(AbstractExpression@NotificationChain)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/IfStatementNode.f/IN/1/IfStatementNode.c/MT/3/getElse()"
112,2,2,2,0,0,0,0.000161142335728538,1,0,1,1,427,213,426,0,0,0,n,"plugins/org.eclipse.xpand3.parser/src-gen/org/eclipse/xpand3/internal/frontend/parser/Xpand3NodeParser.f/CL/1/Xpand3NodeParser.c/MT/1/r_abstractDeclaration()"
11,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/src-gen/org/eclipse/xpand3/internal/frontend/parser/Xpand3NodeLexer.f/CL/1/Xpand3NodeLexer.c/MT/1/mT61()"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/type/baseimpl/types/CollectionTypeImpl.f/CL/1/CollectionTypeImpl.c/MT/1/cloneWithInnerType(Type)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/xpand2/GeneratorAdvice.f/CL/1/GeneratorAdvice.c/MT/1/addExtensionAdvice(String)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/SwitchExpression.f/IN/1/SwitchExpression.c/MT/3/setDefaultExpr(AbstractExpression)"
6,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.check.ui/src/org/eclipse/xtend/check/ui/editor/PreferencesConstants.f/CL/1/PreferencesConstants.c/MT/1/initializeDefaultValues(IPreferenceStore)"
11,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/internal/xpand2/pr/util/BASE64.f/CL/1/BASE64.c/MT/1/toByteArray(String)"
5,0,0,3,0,0,0,0.000465490580527532,1,0,1,1,474,158,446,0,1,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/XpandBackendFacade.f/CL/1/XpandBackendFacade.c/CL/4/InMemoryPpAdapter.c/MT/1/process(CharSequence@String)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.check.ui/src/org/eclipse/xtend/check/ui/editor/codeassist/CheckProposalFactoryEclipseImpl.f/CL/1/CheckProposalFactoryEclipseImpl.c/MT/1/createStatementProposal(String@String,String)"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/impl/ErrorStatementNodeImpl.f/CL/1/ErrorStatementNodeImpl.c/MT/2/eStaticClass()"
3,0,0,1,0,0,0,7.35112702848282e-05,1,0,1,1,431,431,431,431,0,0,n,"plugins/org.eclipse.xpand3/src/org/eclipse/xpand3/middlend/Expression2Backend.f/CL/1/Expression2Backend.c/MT/1/caseCast(Cast)"
3,0,0,1,0,0,0,8.96482480971409e-06,1,0,1,1,42,42,42,42,0,0,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/core/builder/XtendXpandMarkerManager.f/CL/1/XtendXpandMarkerManager.c/MT/1/getMARKER_TYPE()"
15,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/xtend/parser/ParseFacade.f/CL/1/ParseFacade.c/MT/4/getParser(ExtensionFactory@ANTLRReaderStream,ErrorHandler)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/xpand2/output/Outlet.f/CL/1/Outlet.c/MT/1/getName()"
4,0,0,1,0,0,0,0.000172746723892763,1,0,1,1,472,472,472,472,0,1,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/backend/syslib/PrimitiveOperations.f/CL/1/PrimitiveOperations.c/MT/1/operatorEquals(Object@Object)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/validation/MultiplicativeExpressionNodeValidator.f/IN/1/MultiplicativeExpressionNodeValidator.c/MT/3/validate()"
21,0,0,1,0,0,0,0.00016720848200779,1,0,1,1,447,447,447,447,1,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/common/OldExpressionConverter.f/CL/1/OldExpressionConverter.c/MT/4/convertFeatureCallExpression(FeatureCall)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/expression/ast/SyntaxElement.f/CL/1/SyntaxElement.c/MT/1/getStart()"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/ImportStatement.f/IN/1/ImportStatement.c/MT/3/getImportedId()"
12,0,0,1,0,0,0,7.58156900301725e-05,1,0,1,1,128,128,128,128,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/expression/ast/BooleanOperation.f/CL/1/BooleanOperation.c/MT/1/analyzeInternal(ExecutionContext@Set<AnalysationIssue>)"
9,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/LetExpressionImpl.f/CL/1/LetExpressionImpl.c/MT/1/basicSetVarName(Identifier@NotificationChain)"
3,0,0,1,0,0,0,5.03915107506009e-05,1,0,1,1,425,425,425,425,1,1,n,"plugins/org.eclipse.xpand3/src/org/eclipse/xpand3/middlend/Expression2Backend.f/CL/1/Expression2Backend.c/MT/1/caseSwitchExpression(SwitchExpression)"
4,0,0,1,0,0,0,0.000172746723892763,1,0,1,1,472,472,472,472,0,1,n,"plugins/org.eclipse.xtend.backend/src/org/eclipse/xtend/backend/functions/java/internal/FloatConverter.f/CL/1/FloatConverter.c/MT/1/javaToBackend(Object)"
11,1,1,2,0,0,1,0.000309253783226794,2,0,2,0.5,527,263,354,173,1,1,y,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/xtend/parser/XtendLexer.f/CL/1/XtendLexer.c/MT/1/mT41()"
10,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/CollectionExpressionImpl.f/CL/1/CollectionExpressionImpl.c/MT/1/setEleName(Identifier)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/core/metamodel/Contributor.f/CL/1/Contributor.c/MT/1/getDisplayName()"
10,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/TypeSelectExpressionImpl.f/CL/1/TypeSelectExpressionImpl.c/MT/1/setTypeLiteral(Identifier)"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/ExpressionPackageImpl.f/CL/1/ExpressionPackageImpl.c/MT/1/getTypeSelectExpression()"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/expression/ast/Case.f/CL/1/Case.c/MT/1/getCondition()"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/util/Xpand3nodeSwitch.f/CL/1/Xpand3nodeSwitch.c/MT/1/caseSimpleTypeNode(SimpleTypeNode)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/FeatureCall.f/IN/1/FeatureCall.c/MT/3/setName(Identifier)"
1,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xpand/src/org/eclipse/xpand2/XpandExecutionContext.f/IN/1/XpandExecutionContext.c/MT/1/getProtectedRegionResolver()"
11,0,0,1,0,0,0,8.35368617359706e-05,1,0,1,1,450,450,450,450,0,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/internal/xtendlib/XtendCollectionOperations.f/CL/1/XtendCollectionOperations.c/MT/1/XpandForEach(Collection<?>@Function,CharSequence)"
7,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/ChainExpressionImpl.f/CL/1/ChainExpressionImpl.c/MT/1/eIsSet(int)"
9,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.m2t.common.recipe.ui/src/org/eclipse/m2t/common/recipe/ui/recipeBrowser/AutoResizeTableLayout.f/CL/1/AutoResizeTableLayout.c/MT/1/controlResized(ControlEvent)"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/expression/impl/ChainExpressionImpl.f/CL/1/ChainExpressionImpl.c/MT/1/getFirst()"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/impl/Xpand3nodePackageImpl.f/CL/1/Xpand3nodePackageImpl.c/MT/1/getImportNode_Type()"
3,1,1,2,0,0,0,0.000346937837971225,2,0,2,0.5,527,263,399,128,2,2,n,"plugins/org.eclipse.xtend.util.stdlib/src/org/eclipse/xtend/util/stdlib/TraceComponent.f/CL/1/TraceComponent.c/MT/4/createNewToken()"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.m2t.common.recipe/src/org/eclipse/m2t/common/recipe/core/AtomicCheck.f/CL/1/AtomicCheck.c/MT/1/getCheckCount()"
3,1,20,4,0,0,0,0.000594244855317083,1,0,1,1,476,119,446,0,1,1,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/XpandBackendFacade.f/CL/1/XpandBackendFacade.c/MT/1/executeStatement(String@Collection<MetaModel>,Map<String,Object>,Collection<Outlet>)"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/declaration/DeclarationFactory.f/IN/1/DeclarationFactory.c/MT/3/createCreateExtension()"
4,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/wizards/NewExtXptResourceWizard.f/CL/1/NewExtXptResourceWizard.c/MT/2/initializeDefaultPageImageDescriptor()"
11,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/impl/SwitchExpressionNodeImpl.f/CL/1/SwitchExpressionNodeImpl.c/MT/1/eUnset(int)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/xtend/parser/XtendLocationAddingParser.f/CL/1/XtendLocationAddingParser.c/MT/1/expression()"
1,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/statement/StatementPackage.f/IN/1/StatementPackage.c/MT/3/getExpandStatement_Target()"
5,0,0,1,0,0,0,0.00016720848200779,1,0,1,1,447,447,447,447,1,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/common/OldTypeAnalyzer.f/CL/1/OldTypeAnalyzer.c/MT/4/analyzeLet(ExecutionContext@LetExpression)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.ui/src/org/eclipse/xtend/ui/internal/XtendLog.f/CL/1/XtendLog.c/MT/4/log(IStatus)"
4,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.m2t.common.recipe.ui/src/org/eclipse/m2t/common/recipe/ui/shared/ctrl/ViewControlManager.f/CL/3/ExceptionDialog.c/MT/2/configureShell(Shell)"
2,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.typesystem.emf.ui/src/org/eclipse/xtend/typesystem/emf/ui/actions/AbstractCoreModelTransformerAction.f/CL/1/AbstractCoreModelTransformerAction.c/MT/1/setActivePart(IAction@IWorkbenchPart)"
14,0,0,1,0,0,0,0.00016720848200779,1,0,1,1,447,447,447,447,1,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/common/OldExpressionConverter.f/CL/1/OldExpressionConverter.c/MT/4/createInvocationOnTargetExpression(String@ExpressionBase,Type,List<ExpressionBase>,List<Type>,boolean,SourcePos)"
3,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/util/internal/icu/CharsetRecog_sbcs.f/CL/3/CharsetRecog_sbcs.c/CL/3/CharsetRecog_8859_9.c/MT/1/getName()"
5,1,1,2,0,0,0,0.000348857500753469,2,0,2,0.5,527,263,442,85,2,2,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/editor/search/actions/ReferencesSearchGroup.f/CL/1/ReferencesSearchGroup.c/MT/4/addAction(IAction@IMenuManager)"
9,1,1,2,0,0,0,0.000346937837971225,2,0,2,0.5,527,263,399,128,2,2,n,"plugins/org.eclipse.xtend/src/org/eclipse/internal/xtend/type/baseimpl/PolymorphicResolver.f/CL/1/PolymorphicResolver.c/MT/1/select(Set<?@extends@Callable>@Class<T>)"
4,0,0,1,0,0,0,0.000271122147941053,1,0,1,1,527,527,527,527,1,1,n,"plugins/org.eclipse.xtend.shared.ui/src/org/eclipse/xtend/shared/ui/expression/editor/codeassist/ProposalFactoryEclipseImpl.f/CL/1/ProposalFactoryEclipseImpl.c/MT/1/createNamespaceProposal(String@String,String)"
5,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/src/org/eclipse/xpand3/internal/frontend/node2ast/Node2AstTransformer.f/CL/1/Node2AstTransformer.c/MT/1/setPosition(SyntaxElement@Node)"
10,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/statement/impl/IfStatementImpl.f/CL/1/IfStatementImpl.c/MT/1/setCondition(AbstractExpression)"
3,0,0,1,0,0,0,0.000107118711825446,1,0,1,1,427,427,427,427,0,0,n,"plugins/org.eclipse.xpand3.parser/emf-gen/org/eclipse/xpand3/internal/frontend/parser/xpand3node/impl/ExtensionNodeImpl.f/CL/1/ExtensionNodeImpl.c/MT/1/basicGetCreate()"
3,0,0,1,0,0,0,0.000158863209052822,1,0,1,1,446,446,446,446,0,0,n,"plugins/org.eclipse.xtend.middleend.old/src/org/eclipse/xtend/middleend/old/CheckComponent.f/CL/1/CheckComponent.c/MT/1/setEmfAllChildrenSlot(String)"
